"schedule_key","team_id","opponent_team_id","is_home","points","fgm","fga","fg_pct","fg2m","fg2a","fg2_pct","fg3m","fg3a","fg3_pct","ftm","fta","ft_pct","off_rebounds","def_rebounds","total_rebounds","assists","steals","blocks","blocks_received","turnovers","fouls","fouls_drawn","dunks","fast_break_points","second_chance_points","points_in_paint","possession","pace","off_rtg","def_rtg","net_rtg","ast_rtg","tov_rtg","pft_rtg","scp_rtg","efg_pct","ts_pct","ast_pct","tov_pct","ast_tov_ratio","play_pct","ft_d_pct","ft_freq","ft_rate","orb_pct","drb_pct","pft_pct","fbp_pct","scp_pct","pitp_pct","perimeter_pts_pct","pt2_attempt_pct","pt3_attempt_pct","pt2_points_share","pt3_points_share","ft_points_share","live_tov_pct","dead_tov_pct","live_tov_share","dead_tov_share","shot_chances","off_success_count","or_chances","dr_chances","tom","eff","vps","home_efg_pct","away_efg_pct","home_ts_pct","away_ts_pct","home_off_rtg","away_off_rtg","close_win_3pts_or_less","close_loss_3pts_or_less","pythagorean_win_pct","opp_possession","opp_efg_pct","opp_ts_pct","opp_fg2_pct","opp_fg3_pct","opp_pt2_attempt_pct","opp_pt3_attempt_pct","opp_pt2_points_share","opp_pt3_points_share","opp_ft_points_share","opp_ast_pct","opp_ast_tov_ratio","opp_ast_rtg","opp_tov_pct","opp_orb_pct","opp_drb_pct","opp_shot_chances","opp_success_count","opp_ft_d_pct","opp_ft_rate","opp_fbp_pct","opp_scp_pct","opp_scp_rtg","opp_pitp_pct","opp_perimeter_pts_pct","opp_pft_pct","opp_pft_rtg","opp_vps","home_opp_efg_pct","away_opp_efg_pct","home_opp_ts_pct","away_opp_ts_pct","created_at","updated_at"
504734,"706","703",true,56,21,66,0.3182,15,39,0.3846,6,27,0.2222,8,17,0.4706,13,26,39,16,5,1,3,9,20,21,,2,9,26,71.0462,71.0462,78.8220,114.0104,-35.1884,22.5206,12.6678,0.8462,0.6923,0.3636,0.3811,76.1905,10.9117,1.7778,0.2956,,0.2858,0.2576,27.0833,63.4146,0.1964,0.0357,0.1607,0.4643,,0.5308,0.3674,0.5357,0.3214,0.1429,,,,,82.4800,,,,,54.0000,,,,,,,,0,0,,71.0462,0.5000,0.5304,0.6129,0.2703,0.4060,0.4845,0.4691,0.3704,0.1605,72.4138,1.6154,29.5583,14.5479,36.5854,72.9167,89.3600,,,,0.1481,0.2716,1.4667,0.4198,,0.2099,1.8889,,,,,,2026-08-18 18:07:46.184 +0900,2026-08-18 18:07:46.184 +0900
504734,"703","706",false,81,29,68,0.4265,19,31,0.6129,10,37,0.2703,13,19,0.6842,15,35,50,21,4,3,1,13,21,20,,12,22,34,71.0462,71.0462,114.0104,78.8220,35.1884,29.5583,18.2980,1.8889,1.4667,0.5000,0.5304,72.4138,14.5479,1.6154,0.4082,,0.2619,0.2794,36.5854,72.9167,0.2099,0.1481,0.2716,0.4198,,0.4060,0.4845,0.4691,0.3704,0.1605,,,,,89.3600,,,,,101.0000,,,,,,,,0,0,,71.0462,0.3636,0.3811,0.3846,0.2222,0.5308,0.3674,0.5357,0.3214,0.1429,76.1905,1.7778,22.5206,10.9117,27.0833,63.4146,82.4800,,,,0.0357,0.1607,0.6923,0.4643,,0.1964,0.8462,,,,,,2026-08-18 18:07:46.184 +0900,2026-08-18 18:07:46.184 +0900
504748,"700","697",true,85,30,69,0.4348,21,44,0.4773,9,25,0.3600,16,24,0.6667,17,23,40,25,9,3,4,14,20,22,,19,17,42,75.6756,75.6756,112.3215,125.5358,-13.2143,33.0357,18.5000,1.3077,1.0000,0.5000,0.5342,83.3333,14.9637,1.7857,0.3964,,0.2765,0.3478,39.5349,63.8889,0.2000,0.2235,0.2000,0.4941,,0.5530,0.3142,0.4941,0.3176,0.1882,,,,,93.5600,,,,,101.0000,,,,,,,,0,0,,75.6756,0.6159,0.6283,0.5610,0.4643,0.5423,0.3704,0.4842,0.4105,0.1053,75.0000,2.0769,35.6786,14.6727,36.1111,60.4651,88.6000,,,,0.0947,0.1684,1.2308,0.4421,,0.2211,1.5000,,,,,,2026-08-18 18:07:46.184 +0900,2026-08-18 18:07:46.184 +0900
504748,"697","700",false,95,36,69,0.5217,23,41,0.5610,13,28,0.4643,10,15,0.6667,13,26,39,27,8,4,3,13,22,20,,9,16,42,75.6756,75.6756,125.5358,112.3215,13.2143,35.6786,17.1786,1.5000,1.2308,0.6159,0.6283,75.0000,14.6727,2.0769,0.4757,,0.2646,0.2174,36.1111,60.4651,0.2211,0.0947,0.1684,0.4421,,0.5423,0.3704,0.4842,0.4105,0.1053,,,,,88.6000,,,,,122.0000,,,,,,,,0,0,,75.6756,0.5000,0.5342,0.4773,0.3600,0.5530,0.3142,0.4941,0.3176,0.1882,83.3333,1.7857,33.0357,14.9637,39.5349,63.8889,93.5600,,,,0.2235,0.2000,1.0000,0.4941,,0.2000,1.3077,,,,,,2026-08-18 18:07:46.184 +0900,2026-08-18 18:07:46.184 +0900
504750,"1638","698",true,92,34,81,0.4198,20,35,0.5714,14,46,0.3043,10,11,0.9091,16,33,49,26,7,2,2,7,23,14,,9,19,34,75.1885,75.1885,122.3592,90.4394,31.9198,34.5798,9.3099,1.5385,1.1875,0.5062,0.5359,76.4706,7.5399,3.7143,0.4522,,0.1631,0.1358,35.5556,78.5714,0.2174,0.0978,0.2065,0.3696,,0.4077,0.5359,0.4348,0.4565,0.1087,,,,,92.8400,,,,,121.0000,,,,,,,,0,0,,75.1885,0.4127,0.4678,0.5263,0.1600,0.5228,0.3440,0.5882,0.1765,0.2353,54.1667,1.0000,17.2899,15.1727,21.4286,64.4444,85.6800,,,,0.2353,0.1912,1.4444,0.5588,,0.1176,1.1429,,,,,,2026-08-18 18:07:46.184 +0900,2026-08-18 18:07:46.184 +0900
504750,"698","1638",false,68,24,63,0.3810,20,38,0.5263,4,25,0.1600,16,22,0.7273,9,29,38,13,3,2,2,13,15,22,,16,13,38,75.1885,75.1885,90.4394,122.3592,-31.9198,17.2899,17.2899,1.1429,1.4444,0.4127,0.4678,54.1667,15.1727,1.0000,0.3192,,0.3027,0.3492,21.4286,64.4444,0.1176,0.2353,0.1912,0.5588,,0.5228,0.3440,0.5882,0.1765,0.2353,,,,,85.6800,,,,,66.0000,,,,,,,,0,0,,75.1885,0.5062,0.5359,0.5714,0.3043,0.4077,0.5359,0.4348,0.4565,0.1087,76.4706,3.7143,34.5798,7.5399,35.5556,78.5714,92.8400,,,,0.0978,0.2065,1.1875,0.3696,,0.2174,1.5385,,,,,,2026-08-18 18:07:46.184 +0900,2026-08-18 18:07:46.184 +0900
504730,"745","720",true,74,28,69,0.4058,15,33,0.4545,13,36,0.3611,5,8,0.6250,10,25,35,15,7,0,0,10,23,19,,8,11,22,73.2456,73.2456,101.0299,117.4132,-16.3832,20.4790,13.6527,1.4615,1.1000,0.5000,0.5102,53.5714,12.1183,1.5000,0.3823,,0.2620,0.1159,23.8095,73.5294,0.2568,0.1081,0.1486,0.2973,,0.4550,0.4964,0.4054,0.5270,0.0676,,,,,82.5200,,,,,77.0000,,,,,,,,0,0,,73.2456,0.5403,0.5999,0.6216,0.2800,0.5162,0.3488,0.5349,0.2442,0.2209,73.3333,1.6923,30.0359,15.3519,26.4706,76.1905,84.6800,,,,0.1628,0.0930,0.8889,0.5116,,0.1047,0.9000,,,,,,2026-08-18 18:07:46.184 +0900,2026-08-18 18:07:46.184 +0900
504730,"720","745",false,86,30,62,0.4839,23,37,0.6216,7,25,0.2800,19,22,0.8636,9,32,41,22,4,0,0,13,19,23,,14,8,44,73.2456,73.2456,117.4132,101.0299,16.3832,30.0359,17.7485,0.9000,0.8889,0.5403,0.5999,73.3333,15.3519,1.6923,0.4096,,0.3209,0.3548,26.4706,76.1905,0.1047,0.1628,0.0930,0.5116,,0.5162,0.3488,0.5349,0.2442,0.2209,,,,,84.6800,,,,,105.0000,,,,,,,,0,0,,73.2456,0.5000,0.5102,0.4545,0.3611,0.4550,0.4964,0.4054,0.5270,0.0676,53.5714,1.5000,20.4790,12.1183,23.8095,73.5294,82.5200,,,,0.1081,0.1486,1.1000,0.2973,,0.2568,1.4615,,,,,,2026-08-18 18:07:46.184 +0900,2026-08-18 18:07:46.184 +0900
504732,"2486","2488",true,97,38,68,0.5588,31,54,0.5741,7,14,0.5000,14,18,0.7778,11,33,44,25,8,3,2,19,24,21,,28,18,56,82.5158,82.5158,117.5533,113.9176,3.6357,30.2972,23.0259,1.3333,1.6364,0.6103,0.6388,65.7895,20.0169,1.3158,0.4605,,0.2766,0.2647,35.4839,68.7500,0.1649,0.2887,0.1856,0.5773,,0.7113,0.1844,0.6392,0.2165,0.1443,,,,,94.9200,,,,,124.0000,,,,,,,,1,0,,82.5158,0.5260,0.5506,0.5676,0.3250,0.4335,0.4686,0.4468,0.4149,0.1383,64.7059,1.8333,26.6616,12.3254,31.2500,64.5161,97.3600,,,,0.2340,0.1489,0.9333,0.4468,,0.3085,1.5263,,,,,,2026-08-18 18:07:46.184 +0900,2026-08-18 18:07:46.184 +0900
504732,"2488","2486",false,94,34,77,0.4416,21,37,0.5676,13,40,0.3250,13,19,0.6842,15,20,35,22,10,2,3,12,21,24,,22,14,42,82.5158,82.5158,113.9176,117.5533,-3.6357,26.6616,14.5427,1.5263,0.9333,0.5260,0.5506,64.7059,12.3254,1.8333,0.4120,,0.2812,0.2468,31.2500,64.5161,0.3085,0.2340,0.1489,0.4468,,0.4335,0.4686,0.4468,0.4149,0.1383,,,,,97.3600,,,,,102.0000,,,,,,,,0,1,,82.5158,0.6103,0.6388,0.5741,0.5000,0.7113,0.1844,0.6392,0.2165,0.1443,65.7895,1.3158,30.2972,20.0169,35.4839,68.7500,94.9200,,,,0.2887,0.1856,1.6364,0.5773,,0.1649,1.3333,,,,,,2026-08-18 18:07:46.184 +0900,2026-08-18 18:07:46.184 +0900
504740,"728","713",true,58,22,60,0.3667,16,36,0.4444,6,24,0.2500,8,12,0.6667,11,27,38,14,3,1,6,15,19,17,,7,9,32,67.6730,67.6730,85.7062,110.8270,-25.1208,20.6877,22.1654,0.7778,0.8182,0.4167,0.4442,63.6364,18.6846,0.9333,0.3251,,0.2604,0.2000,28.9474,65.8537,0.1207,0.1207,0.1552,0.5517,,0.5515,0.3676,0.5517,0.3103,0.1379,,,,,80.2800,,,,,57.0000,,,,,,,,0,0,,67.6730,0.4683,0.5129,0.4848,0.3000,0.4513,0.4103,0.4267,0.3600,0.2133,76.0000,2.1111,28.0762,10.9596,34.1463,71.0526,82.1200,,,,0.1867,0.2800,1.5000,0.4000,,0.2800,1.4000,,,,,,2026-08-18 18:07:46.184 +0900,2026-08-18 18:07:46.184 +0900
504740,"713","728",false,75,25,63,0.3968,16,33,0.4848,9,30,0.3000,16,23,0.6957,14,27,41,19,5,6,1,9,17,19,,14,21,30,67.6730,67.6730,110.8270,85.7062,25.1208,28.0762,13.2992,1.4000,1.5000,0.4683,0.5129,76.0000,10.9596,2.1111,0.3694,,0.2598,0.3651,34.1463,71.0526,0.2800,0.1867,0.2800,0.4000,,0.4513,0.4103,0.4267,0.3600,0.2133,,,,,82.1200,,,,,92.0000,,,,,,,,0,0,,67.6730,0.4167,0.4442,0.4444,0.2500,0.5515,0.3676,0.5517,0.3103,0.1379,63.6364,0.9333,20.6877,18.6846,28.9474,65.8537,80.2800,,,,0.1207,0.1552,0.8182,0.5517,,0.1207,0.7778,,,,,,2026-08-18 18:07:46.184 +0900,2026-08-18 18:07:46.184 +0900
504746,"699","696",true,94,36,73,0.4932,28,48,0.5833,8,25,0.3200,14,22,0.6364,20,26,46,28,7,3,1,17,20,22,,24,24,50,78.2193,78.2193,120.1750,108.6689,11.5061,35.7968,21.7338,1.3077,1.2000,0.5479,0.5685,77.7778,17.0546,1.6471,0.4602,,0.2661,0.3014,47.6190,59.0909,0.1809,0.2553,0.2553,0.5319,,0.5806,0.3024,0.5957,0.2553,0.1489,,,,,99.6800,,,,,116.0000,,,,,,,,0,0,,78.2193,0.4789,0.5183,0.5319,0.2500,0.5732,0.2927,0.5882,0.2118,0.2000,70.9677,1.6923,28.1261,13.6842,40.9091,52.3810,95.0000,,,,0.2000,0.2353,1.1111,0.5882,,0.2118,1.0588,,,,,,2026-08-18 18:07:46.184 +0900,2026-08-18 18:07:46.184 +0900
504746,"696","699",false,85,31,71,0.4366,25,47,0.5319,6,24,0.2500,17,25,0.6800,18,22,40,22,13,1,3,13,22,20,,17,20,50,78.2193,78.2193,108.6689,120.1750,-11.5061,28.1261,16.6199,1.0588,1.1111,0.4789,0.5183,70.9677,13.6842,1.6923,0.3963,,0.2439,0.3521,40.9091,52.3810,0.2118,0.2000,0.2353,0.5882,,0.5732,0.2927,0.5882,0.2118,0.2000,,,,,95.0000,,,,,100.0000,,,,,,,,0,0,,78.2193,0.5479,0.5685,0.5833,0.3200,0.5806,0.3024,0.5957,0.2553,0.1489,77.7778,1.6471,35.7968,17.0546,47.6190,59.0909,99.6800,,,,0.2553,0.2553,1.2000,0.5319,,0.1809,1.3077,,,,,,2026-08-18 18:07:46.184 +0900,2026-08-18 18:07:46.184 +0900
504742,"717","704",true,79,29,68,0.4265,14,35,0.4000,15,33,0.4545,6,8,0.7500,7,28,35,16,8,2,2,14,23,13,,4,9,22,75.7924,75.7924,104.2321,108.1903,-3.9582,21.1103,18.4715,1.3333,1.2857,0.5368,0.5523,55.1724,16.3704,1.1429,0.3826,,0.1818,0.1176,20.0000,56.0000,0.2025,0.0506,0.1139,0.2785,,0.4894,0.4614,0.3544,0.5696,0.0759,,,,,85.5200,,,,,85.0000,,,,,,,,0,1,,75.7924,0.4221,0.4730,0.4524,0.2571,0.4845,0.4038,0.4634,0.3293,0.2073,64.2857,1.5000,23.7491,12.1605,44.0000,80.0000,98.6800,,,,0.1829,0.2927,1.0909,0.4146,,0.1707,1.0000,,,,,,2026-08-18 18:07:46.184 +0900,2026-08-18 18:07:46.184 +0900
504742,"704","717",false,82,28,77,0.3636,19,42,0.4524,9,35,0.2571,17,22,0.7727,22,28,50,18,7,2,2,12,13,23,,15,24,34,75.7924,75.7924,108.1903,104.2321,3.9582,23.7491,15.8327,1.0000,1.0909,0.4221,0.4730,64.2857,12.1605,1.5000,0.3694,,0.2653,0.2857,44.0000,80.0000,0.1707,0.1829,0.2927,0.4146,,0.4845,0.4038,0.4634,0.3293,0.2073,,,,,98.6800,,,,,93.0000,,,,,,,,1,0,,75.7924,0.5368,0.5523,0.4000,0.4545,0.4894,0.4614,0.3544,0.5696,0.0759,55.1724,1.1429,21.1103,16.3704,20.0000,56.0000,85.5200,,,,0.0506,0.1139,1.2857,0.2785,,0.2025,1.3333,,,,,,2026-08-18 18:07:46.184 +0900,2026-08-18 18:07:46.184 +0900
504744,"729","702",true,68,22,66,0.3333,17,40,0.4250,5,26,0.1923,19,29,0.6552,19,27,46,13,7,6,1,10,17,21,,18,14,32,69.2714,69.2714,98.1645,80.8414,17.3232,18.7668,14.4360,1.6250,0.7368,0.3712,0.4317,59.0909,11.2663,1.3000,0.3176,,0.2666,0.4394,39.5833,57.4468,0.3824,0.2647,0.2059,0.4706,,0.5079,0.3301,0.5000,0.2206,0.2794,,,,,88.7600,,,,,76.0000,,,,,,,,0,0,,69.2714,0.3125,0.3623,0.3673,0.1304,0.6341,0.2976,0.6429,0.1607,0.1964,52.3810,0.6875,15.8796,17.1527,42.5532,60.4167,93.2800,,,,0.2500,0.1964,0.5500,0.5714,,0.0714,0.4000,,,,,,2026-08-18 18:07:46.184 +0900,2026-08-18 18:07:46.184 +0900
504744,"702","729",false,56,21,72,0.2917,18,49,0.3673,3,23,0.1304,11,12,0.9167,20,29,49,11,4,1,6,16,21,17,,14,11,32,69.2714,69.2714,80.8414,98.1645,-17.3232,15.8796,23.0975,0.4000,0.5500,0.3125,0.3623,52.3810,17.1527,0.6875,0.3032,,0.2200,0.1667,42.5532,60.4167,0.0714,0.2500,0.1964,0.5714,,0.6341,0.2976,0.6429,0.1607,0.1964,,,,,93.2800,,,,,53.0000,,,,,,,,0,0,,69.2714,0.3712,0.4317,0.4250,0.1923,0.5079,0.3301,0.5000,0.2206,0.2794,59.0909,1.3000,18.7668,11.2663,39.5833,57.4468,88.7600,,,,0.2647,0.2059,0.7368,0.4706,,0.3824,1.6250,,,,,,2026-08-18 18:07:46.184 +0900,2026-08-18 18:07:46.184 +0900
504728,"692","712",true,86,38,74,0.5135,30,51,0.5882,8,23,0.3478,2,5,0.4000,18,24,42,20,7,3,4,7,16,13,,6,14,58,65.1978,65.1978,131.9063,116.5684,15.3379,30.6759,10.7366,1.0000,0.7778,0.5676,0.5643,52.6316,8.4135,2.8571,0.5828,,0.1706,0.0676,47.3684,64.8649,0.0930,0.0698,0.1628,0.6744,,0.6693,0.3018,0.6977,0.2791,0.0233,,,,,83.2000,,,,,112.0000,,,,,,,,0,0,,65.1978,0.5076,0.5331,0.6500,0.1923,0.5612,0.3648,0.6842,0.1974,0.1184,64.5161,2.5000,30.6759,10.0908,35.1351,52.6316,79.2800,,,,0.1711,0.1053,0.6154,0.5789,,0.1711,1.8571,,,,,,2026-08-18 18:07:46.184 +0900,2026-08-18 18:07:46.184 +0900
504728,"712","692",false,76,31,66,0.4697,26,40,0.6500,5,26,0.1923,9,12,0.7500,13,20,33,20,4,4,3,8,13,16,,13,8,44,65.1978,65.1978,116.5684,131.9063,-15.3379,30.6759,12.2704,1.8571,0.6154,0.5076,0.5331,64.5161,10.0908,2.5000,0.4755,,0.2245,0.1818,35.1351,52.6316,0.1711,0.1711,0.1053,0.5789,,0.5612,0.3648,0.6842,0.1974,0.1184,,,,,79.2800,,,,,91.0000,,,,,,,,0,0,,65.1978,0.5676,0.5643,0.5882,0.3478,0.6693,0.3018,0.6977,0.2791,0.0233,52.6316,2.8571,30.6759,8.4135,47.3684,64.8649,83.2000,,,,0.0698,0.1628,0.7778,0.6744,,0.0930,1.0000,,,,,,2026-08-18 18:07:46.184 +0900,2026-08-18 18:07:46.184 +0900
504736,"726","693",true,76,28,69,0.4058,18,41,0.4390,10,28,0.3571,10,13,0.7692,14,29,43,16,6,4,4,13,16,16,,16,20,30,72.7918,72.7918,104.4073,94.7909,9.6165,21.9805,17.8591,0.5714,1.4286,0.4783,0.5086,57.1429,14.8199,1.2308,0.3847,,0.2141,0.1884,33.3333,72.5000,0.1053,0.2105,0.2632,0.3947,,0.5487,0.3747,0.4737,0.3947,0.1316,,,,,87.7200,,,,,88.0000,,,,,,,,0,0,,72.7918,0.4922,0.4917,0.4884,0.3333,0.6129,0.2993,0.6087,0.3043,0.0870,64.2857,1.2857,24.7280,16.6350,27.5000,66.6667,84.1600,,,,0.1739,0.2174,1.3636,0.5797,,0.1739,0.9231,,,,,,2026-08-18 18:07:46.184 +0900,2026-08-18 18:07:46.184 +0900
504736,"693","726",false,69,28,64,0.4375,21,43,0.4884,7,21,0.3333,6,14,0.4286,11,28,39,18,7,4,4,14,16,16,,12,15,40,72.7918,72.7918,94.7909,104.4073,-9.6165,24.7280,19.2329,0.9231,1.3636,0.4922,0.4917,64.2857,16.6350,1.2857,0.3847,,0.2281,0.2188,27.5000,66.6667,0.1739,0.1739,0.2174,0.5797,,0.6129,0.2993,0.6087,0.3043,0.0870,,,,,84.1600,,,,,79.0000,,,,,,,,0,0,,72.7918,0.4783,0.5086,0.4390,0.3571,0.5487,0.3747,0.4737,0.3947,0.1316,57.1429,1.2308,21.9805,14.8199,33.3333,72.5000,87.7200,,,,0.2105,0.2632,1.4286,0.3947,,0.1053,0.5714,,,,,,2026-08-18 18:07:46.184 +0900,2026-08-18 18:07:46.184 +0900
504738,"727","721",true,83,30,73,0.4110,14,36,0.3889,16,37,0.4324,7,10,0.7000,9,25,34,22,13,3,3,13,26,19,,10,10,26,81.1539,81.1539,102.2748,112.1326,-9.8578,27.1090,16.0189,1.0000,1.1111,0.5205,0.5362,73.3333,14.3805,1.6923,0.3697,,0.2455,0.1370,20.9302,69.4444,0.2289,0.1205,0.1205,0.3133,,0.4651,0.4780,0.3373,0.5783,0.0843,,,,,90.4000,,,,,96.0000,,,,,,,,0,0,,81.1539,0.5492,0.6096,0.5405,0.3750,0.4957,0.3215,0.4396,0.2967,0.2637,65.5172,1.0000,23.4123,20.2905,30.5556,79.0698,93.6400,,,,0.2088,0.1758,1.4545,0.4176,,0.1429,1.0000,,,,,,2026-08-18 18:07:46.184 +0900,2026-08-18 18:07:46.184 +0900
504738,"721","727",false,91,29,61,0.4754,20,37,0.5405,9,24,0.3750,24,31,0.7742,11,34,45,19,7,3,3,19,19,26,,19,16,38,81.1539,81.1539,112.1326,102.2748,9.8578,23.4123,23.4123,1.0000,1.4545,0.5492,0.6096,65.5172,20.2905,1.0000,0.3573,,0.3483,0.5082,30.5556,79.0698,0.1429,0.2088,0.1758,0.4176,,0.4957,0.3215,0.4396,0.2967,0.2637,,,,,93.6400,,,,,107.0000,,,,,,,,0,0,,81.1539,0.5205,0.5362,0.3889,0.4324,0.4651,0.4780,0.3373,0.5783,0.0843,73.3333,1.6923,27.1090,14.3805,20.9302,69.4444,90.4000,,,,0.1205,0.1205,1.1111,0.3133,,0.2289,1.0000,,,,,,2026-08-18 18:07:46.184 +0900,2026-08-18 18:07:46.184 +0900
504752,"701","694",true,75,30,65,0.4615,24,38,0.6316,6,27,0.2222,9,16,0.5625,16,30,46,18,8,5,2,18,19,21,,8,12,44,74.1757,74.1757,101.1113,103.8076,-2.6963,24.2667,24.2667,1.2308,0.7500,0.5077,0.5205,60.0000,19.9911,1.0000,0.4044,,0.2915,0.2462,42.1053,81.0811,0.2133,0.1067,0.1600,0.5867,,0.5275,0.3748,0.6400,0.2400,0.1200,,,,,90.0400,,,,,92.0000,,,,,,,,0,1,,74.1757,0.5565,0.5576,0.5000,0.4231,0.5214,0.3766,0.4675,0.4286,0.1039,75.8621,1.6923,29.6593,15.8459,18.9189,57.8947,82.0400,,,,0.1818,0.1169,1.2857,0.3896,,0.1818,0.7778,,,,,,2026-08-18 18:07:46.184 +0900,2026-08-18 18:07:46.184 +0900
504752,"694","701",false,77,29,62,0.4677,18,36,0.5000,11,26,0.4231,8,16,0.5000,7,22,29,22,8,2,5,13,21,19,,14,9,30,74.1757,74.1757,103.8076,101.1113,2.6963,29.6593,17.5260,0.7778,1.2857,0.5565,0.5576,75.8621,15.8459,1.6923,0.3910,,0.2752,0.2581,18.9189,57.8947,0.1818,0.1818,0.1169,0.3896,,0.5214,0.3766,0.4675,0.4286,0.1039,,,,,82.0400,,,,,84.0000,,,,,,,,1,0,,74.1757,0.5077,0.5205,0.6316,0.2222,0.5275,0.3748,0.6400,0.2400,0.1200,60.0000,1.0000,24.2667,19.9911,42.1053,81.0811,90.0400,,,,0.1067,0.1600,0.7500,0.5867,,0.2133,1.2308,,,,,,2026-08-18 18:07:46.184 +0900,2026-08-18 18:07:46.184 +0900
504729,"692","712",true,70,28,72,0.3889,21,46,0.4565,7,26,0.2692,7,11,0.6364,19,29,48,19,9,2,0,11,15,18,,10,15,42,68.3759,68.3759,102.3753,90.6752,11.7000,27.7876,16.0875,1.4286,0.7895,0.4375,0.4555,67.8571,12.5228,1.7273,0.4095,,0.2343,0.1528,42.2222,72.5000,0.2857,0.1429,0.2143,0.6000,,0.5986,0.3384,0.6000,0.3000,0.1000,,,,,87.8400,,,,,89.0000,,,,,,,,0,0,,68.3759,0.3934,0.4586,0.4545,0.2143,0.4882,0.4142,0.4839,0.2903,0.2258,80.9524,1.2143,24.8626,17.1569,27.5000,57.7778,81.6000,,,,0.0645,0.2419,1.3636,0.4516,,0.2097,1.1818,,,,,,2026-08-18 18:07:46.184 +0900,2026-08-18 18:07:46.184 +0900
504729,"712","692",false,62,21,61,0.3443,15,33,0.4545,6,28,0.2143,14,15,0.9333,11,26,37,17,4,0,2,14,19,15,,4,15,28,68.3759,68.3759,90.6752,102.3753,-11.7000,24.8626,20.4751,1.1818,1.3636,0.3934,0.4586,80.9524,17.1569,1.2143,0.3071,,0.2219,0.2459,27.5000,57.7778,0.2097,0.0645,0.2419,0.4516,,0.4882,0.4142,0.4839,0.2903,0.2258,,,,,81.6000,,,,,65.0000,,,,,,,,0,0,,68.3759,0.4375,0.4555,0.4565,0.2692,0.5986,0.3384,0.6000,0.3000,0.1000,67.8571,1.7273,27.7876,12.5228,42.2222,72.5000,87.8400,,,,0.1429,0.2143,0.7895,0.6000,,0.2857,1.4286,,,,,,2026-08-18 18:07:46.184 +0900,2026-08-18 18:07:46.184 +0900
504745,"729","702",true,77,29,73,0.3973,17,42,0.4048,12,31,0.3871,7,11,0.6364,23,23,46,19,7,3,1,20,22,18,,12,24,32,73.8203,73.8203,104.3074,109.7260,-5.4186,25.7382,27.0928,0.6000,1.0435,0.4795,0.4946,65.5172,20.4415,0.9500,0.3928,,0.2312,0.1507,51.1111,63.8889,0.1169,0.1558,0.3117,0.4156,,0.5396,0.3983,0.4416,0.4675,0.0909,,,,,97.8400,,,,,84.0000,,,,,,,,0,0,,73.8203,0.4924,0.5446,0.4783,0.3500,0.6186,0.2690,0.5432,0.2593,0.1975,62.0690,1.2000,24.3836,16.7860,36.1111,48.8889,89.3600,,,,0.2222,0.1481,0.9231,0.4691,,0.3333,1.3500,,,,,,2026-08-18 18:07:46.184 +0900,2026-08-18 18:07:46.184 +0900
504745,"702","729",false,81,29,66,0.4394,22,46,0.4783,7,20,0.3500,16,19,0.8421,13,22,35,18,9,1,3,15,18,22,,18,12,38,73.8203,73.8203,109.7260,104.3074,5.4186,24.3836,20.3196,1.3500,0.9231,0.4924,0.5446,62.0690,16.7860,1.2000,0.3928,,0.2959,0.2879,36.1111,48.8889,0.3333,0.2222,0.1481,0.4691,,0.6186,0.2690,0.5432,0.2593,0.1975,,,,,89.3600,,,,,89.0000,,,,,,,,0,0,,73.8203,0.4795,0.4946,0.4048,0.3871,0.5396,0.3983,0.4416,0.4675,0.0909,65.5172,0.9500,25.7382,20.4415,51.1111,63.8889,97.8400,,,,0.1558,0.3117,1.0435,0.4156,,0.1169,0.6000,,,,,,2026-08-18 18:07:46.184 +0900,2026-08-18 18:07:46.184 +0900
504747,"699","696",true,91,33,66,0.5000,24,36,0.6667,9,30,0.3000,16,29,0.5517,18,18,36,23,6,3,2,13,22,27,,16,24,32,72.8763,72.8763,124.8692,131.7302,-6.8609,31.5603,17.8385,1.5385,1.3333,0.5682,0.5777,69.6970,14.1674,1.7692,0.4528,,0.3428,0.4394,46.1538,51.4286,0.2198,0.1758,0.2637,0.3516,,0.4571,0.3809,0.5275,0.2967,0.1758,,,,,91.7600,,,,,100.0000,,,,,,,,0,0,,72.8763,0.5758,0.6270,0.5610,0.4000,0.5355,0.3265,0.4792,0.3125,0.2083,69.6970,1.7692,31.5603,14.5154,48.5714,53.8462,89.5600,,,,0.2083,0.1458,0.8235,0.3958,,0.2188,1.6154,,,,,,2026-08-18 18:07:46.184 +0900,2026-08-18 18:07:46.184 +0900
504747,"696","699",false,96,33,66,0.5000,23,41,0.5610,10,25,0.4000,20,24,0.8333,17,21,38,23,9,2,3,13,27,22,,20,14,38,72.8763,72.8763,131.7302,124.8692,6.8609,31.5603,17.8385,1.6154,0.8235,0.5758,0.6270,69.6970,14.5154,1.7692,0.4528,,0.2874,0.3636,48.5714,53.8462,0.2188,0.2083,0.1458,0.3958,,0.5355,0.3265,0.4792,0.3125,0.2083,,,,,89.5600,,,,,118.0000,,,,,,,,0,0,,72.8763,0.5682,0.5777,0.6667,0.3000,0.4571,0.3809,0.5275,0.2967,0.1758,69.6970,1.7692,31.5603,14.1674,46.1538,51.4286,91.7600,,,,0.1758,0.2637,1.3333,0.3516,,0.2198,1.5385,,,,,,2026-08-18 18:07:46.184 +0900,2026-08-18 18:07:46.184 +0900
